Date,Sort Order,Account,Merchant Name,Amount,Running Balance,Category
10/10/2023,499,Primary Checkings - 3102,PAYPAL DES:TRANSFER ID:XXXXX50940618 INDN:KENNETH MEAD CO ID:PAYPALSD11 PPD,$40.00,$2944.12,
10/10/2023,500,Primary Checkings - 3102,AMZN Mktp US*TE34 10/09 PURCHASE XXXXX61072 WA,-$5.29,$2938.83,
10/10/2023,501,Primary Checkings - 3102,DISCORD* NITROMON 10/09 PURCHASE XXXXX77815 CA,-$9.99,$2928.84,
10/10/2023,502,Primary Checkings - 3102,VENMO DES:PAYMENT ID:XXXXX83124287 INDN:KENNETH MEAD CO ID:XXXXX81992 WEB,-$40.00,$2888.84,
10/10/2023,503,Primary Checkings - 3102,VENMO DES:PAYMENT ID:XXXXX98964073 INDN:KENNETH MEAD CO ID:XXXXX81992 WEB,-$22.00,$2866.84,
10/10/2023,504,Primary Checkings - 3102,PAYPAL DES:INST XFER ID:SUSANOOITACHI27 INDN:KENNETH MEAD CO ID:PAYPALSI77 WEB,-$20.00,$2846.84,
10/10/2023,505,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 10/10/23,-$0.72,$2846.12,
10/11/2023,506,Primary Checkings - 3102,BKOFAMERICA ATM 10/10 #XXXXX9999 WITHDRWL 15 MILE AND UTICA CLINTON TOWNS MI,-$300.00,$2546.12,
10/12/2023,507,Primary Checkings - 3102,Online Banking transfer from SAV 7344 Confirmation# XXXXX58654,$650.00,$3196.12,
10/12/2023,508,Primary Checkings - 3102,Amazon.com*TE2VN4 10/11 PURCHASE WA,-$8.46,$3187.66,
10/12/2023,509,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 10/12/23,-$0.54,$3187.12,
10/13/2023,510,Primary Checkings - 3102,UNIVERSALMGT0793 DES:PAYROLL ID:02093305 INDN:KENNETH MEAD CO ID:XXXXX3688A PPD,$1695.93,$4883.05,
10/13/2023,511,Primary Checkings - 3102,AMAZON.COM*TP0 10/12 PURCHASE SEATTLE WA,-$19.01,$4864.04,
10/13/2023,512,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX72167,-$125.00,$4739.04,
10/13/2023,513,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX72168,-$125.00,$4614.04,
10/13/2023,514,Primary Checkings - 3102,Online scheduled transfer to SAV 9875 Confirmation# XXXXX72171,-$125.00,$4489.04,
10/13/2023,515,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX72170,-$50.00,$4439.04,
10/13/2023,516,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX72169,-$20.00,$4419.04,
10/13/2023,517,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 10/13/23,-$0.99,$4418.05,
10/16/2023,518,Primary Checkings - 3102,AMZN Mktp US*TP5B 10/13 PURCHASE XXXXX61072 WA,-$21.19,$4396.86,
10/16/2023,519,Primary Checkings - 3102,"GITHUB, INC. 10/15 PURCHASE XXXXX84820 CA",-$10.00,$4386.86,
10/16/2023,520,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 10/16/23,-$0.81,$4386.05,
10/17/2023,521,Primary Checkings - 3102,SEC OF STATE ESER 10/16 PURCHASE XXXXX50436 MI,-$38.65,$4347.40,
10/17/2023,522,Primary Checkings - 3102,APPLE.COM/BILL 10/16 PURCHASE XXXXX27753 CA,-$0.99,$4346.41,
10/17/2023,523,Primary Checkings - 3102,SEC OF STATE ESER 10/16 PURCHASE XXXXX50436 MI,-$174.92,$4171.49,
10/17/2023,524,Primary Checkings - 3102,AIRBNB HM98W5CAY 10/16 PURCHASE XXXXX47262 CA,-$450.22,$3721.27,
10/17/2023,525,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 10/17/23,-$1.22,$3720.05,
10/18/2023,526,Primary Checkings - 3102,Online Banking payment to CRD 5496 Confirmation# XXXXX62526,-$1915.67,$1804.38,
10/19/2023,527,Primary Checkings - 3102,AAA INS GW RCCREF 10/18 REFUND DEARBORN MI,$10.35,$1814.73,
10/19/2023,528,Primary Checkings - 3102,"DEPT EDUCATION DES:STUDENT LN ID:6PFV2BS5AP1 INDN:MEAD, KENNETH J CO ID:XXXXX01302 WEB",-$260.38,$1554.35,
10/20/2023,529,Primary Checkings - 3102,UNIVERSALMGT0793 DES:PAYROLL ID:02093305 INDN:KENNETH MEAD CO ID:XXXXX3688A PPD,$1695.93,$3250.28,
10/20/2023,530,Primary Checkings - 3102,IL TOLLWAY -PAY B 10/18 PURCHASE XXXXX16181 IL,-$1.10,$3249.18,
10/20/2023,531,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX85916,-$125.00,$3124.18,
10/20/2023,532,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX85917,-$125.00,$2999.18,
10/20/2023,533,Primary Checkings - 3102,Online scheduled transfer to SAV 9875 Confirmation# XXXXX85920,-$125.00,$2874.18,
10/20/2023,534,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX85919,-$50.00,$2824.18,
10/20/2023,535,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX85918,-$20.00,$2804.18,
10/20/2023,536,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 10/20/23,-$0.90,$2803.28,
10/23/2023,537,Primary Checkings - 3102,CCBill.com *Only 10/17 PURCHASE XXXXX69279 CA,-$10.00,$2793.28,
10/23/2023,538,Primary Checkings - 3102,TCGPLAYER.COM 10/20 PURCHASE XXXXX10478 NY,-$20.57,$2772.71,
10/23/2023,539,Primary Checkings - 3102,WL *STEAM PURCHAS 10/20 PURCHASE XXXXX22985 WA,-$23.84,$2748.87,
10/23/2023,540,Primary Checkings - 3102,Online Banking payment to CRD 5496 Confirmation# XXXXX24168,-$193.80,$2555.07,
10/23/2023,541,Primary Checkings - 3102,VRV*MEMBERSHIP 10/21 PURCHASE XXXXX39235 CA,-$9.99,$2545.08,
10/23/2023,542,Primary Checkings - 3102,SP GAMERS GAUNTLE 10/21 PURCHASE CLINTON TOWNS MI,-$32.00,$2513.08,
10/23/2023,543,Primary Checkings - 3102,NST THE HOME D 10/22 PURCHASE ROSEVILLE MI,-$100.05,$2413.03,
10/23/2023,544,Primary Checkings - 3102,MEIJER 145 10/22 PURCHASE FRASER MI,-$32.34,$2380.69,
10/23/2023,545,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 10/23/23,-$2.21,$2378.48,
10/24/2023,546,Primary Checkings - 3102,Online Banking transfer from SAV 9875 Confirmation# XXXXX09439,$1200.00,$3578.48,
10/24/2023,547,Primary Checkings - 3102,Online Banking transfer from CHK 7139 Confirmation# XXXXX16148,$389.00,$3967.48,
10/24/2023,548,Primary Checkings - 3102,TCGPLAYER.COM 10/23 PURCHASE XXXXX10478 NY,-$10.71,$3956.77,
10/24/2023,549,Primary Checkings - 3102,Online Banking payment to CRD 5496 Confirmation# XXXXX10335,-$115.63,$3841.14,
10/24/2023,550,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 10/24/23,-$0.29,$3840.85,
10/25/2023,551,Primary Checkings - 3102,Online Banking transfer from SAV 9875 Confirmation# XXXXX31536,$358.00,$4198.85,
10/25/2023,552,Primary Checkings - 3102,Online Banking transfer from CHK 7139 Confirmation# XXXXX25634,$300.00,$4498.85,
10/25/2023,553,Primary Checkings - 3102,Online Banking transfer from SAV 7344 Confirmation# XXXXX20856,$150.00,$4648.85,
10/25/2023,554,Primary Checkings - 3102,CITY OF FRASER UT 10/23 PURCHASE XXXXX16064 MI,-$94.36,$4554.49,
10/25/2023,555,Primary Checkings - 3102,PETS BEST INSURAN 10/24 PURCHASE XXXXX87237 FL,-$22.80,$4531.69,
10/25/2023,556,Primary Checkings - 3102,VETERINARY EMERGE 10/24 PURCHASE MADISON HEIGH MI,-$627.63,$3904.06,
10/25/2023,557,Primary Checkings - 3102,Online Banking transfer to SAV 9875 Confirmation# XXXXX56124,-$300.00,$3604.06,
10/25/2023,558,Primary Checkings - 3102,Online Banking transfer to SAV 7344 Confirmation# XXXXX58819,-$150.00,$3454.06,
10/25/2023,559,Primary Checkings - 3102,Online Banking transfer to CHK 7139 Confirmation# XXXXX61886,-$300.00,$3154.06,
10/25/2023,560,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 10/25/23,-$1.21,$3152.85,
10/26/2023,561,Primary Checkings - 3102,VENMO DES:CASHOUT ID:XXXXX12854444 INDN:KENNETH MEAD CO ID:XXXXX81992 PPD,$98.41,$3251.26,
10/26/2023,562,Primary Checkings - 3102,VETERINARY EMERGE 10/25 PURCHASE MADISON HEIGH MI,-$211.00,$3040.26,
10/26/2023,563,Primary Checkings - 3102,FAITHFUL COMPANIO 10/25 PURCHASE ROYAL OAK MI,-$440.40,$2599.86,
10/26/2023,564,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 10/26/23,-$0.60,$2599.26,
10/27/2023,565,Primary Checkings - 3102,UNIVERSALMGT0793 DES:PAYROLL ID:02093305 INDN:KENNETH MEAD CO ID:XXXXX3688A PPD,$1695.93,$4295.19,
10/27/2023,566,Primary Checkings - 3102,PETS BEST INSURAN 10/26 REFUND ALTAMONTE SPR FL,$19.51,$4314.70,
10/27/2023,567,Primary Checkings - 3102,BIGGBY COFFEE #67 10/26 PURCHASE STERLING HEIG MI,-$4.57,$4310.13,
10/27/2023,568,Primary Checkings - 3102,SNACK SODA VENDIN 10/26 PURCHASE WARREN MI,-$1.65,$4308.48,
10/27/2023,569,Primary Checkings - 3102,MARKET@WORK 20673 10/26 PURCHASE RENTON WA,-$5.58,$4302.90,
10/27/2023,570,Primary Checkings - 3102,PARTRIDGECR DIGIT 10/26 PURCHASE CLINTON TWP MI,-$13.75,$4289.15,
10/27/2023,571,Primary Checkings - 3102,WOW UTICA 10/27 PURCHASE FRASER MI,-$41.03,$4248.12,
10/27/2023,572,Primary Checkings - 3102,GM Financial DES:GMF Pymt ID:XXXXX6521024 INDN:KENNETH MEAD CO ID:IXXXXX0781 PPD,-$540.99,$3707.13,
10/27/2023,573,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX33030,-$125.00,$3582.13,
10/27/2023,574,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX33031,-$125.00,$3457.13,
10/27/2023,575,Primary Checkings - 3102,Online scheduled transfer to SAV 9875 Confirmation# XXXXX33034,-$125.00,$3332.13,
10/27/2023,576,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX33033,-$50.00,$3282.13,
10/27/2023,577,Primary Checkings - 3102,CONSUMERS ENERGY DES:ENERGYBILL ID:XXXXX0126422 INDN:Kenneth Mead CO ID:XXXXX42310 WEB,-$25.91,$3256.22,
10/27/2023,578,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX33032,-$20.00,$3236.22,
10/27/2023,579,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 10/27/23,-$2.42,$3233.80,
10/30/2023,580,Primary Checkings - 3102,RAMS HORN FRASER 10/27 PURCHASE FRASER MI,-$19.43,$3214.37,
10/30/2023,581,Primary Checkings - 3102,BLUE WATER BRIDGE 10/27 PURCHASE PORT HURON MI,-$3.00,$3211.37,
10/30/2023,582,Primary Checkings - 3102,COCA COLA BRAMPTO 10/28 PURCHASE BRAMPTON ON,-$3.44,$3207.93,
10/30/2023,583,Primary Checkings - 3102,SP KANZENGAMES 10/28 PURCHASE MISSISSAUGA ON,-$5.94,$3201.99,
10/30/2023,584,Primary Checkings - 3102,SP OVERLOAD 10/28 PURCHASE PLANO TX,-$35.00,$3166.99,
10/30/2023,585,Primary Checkings - 3102,DARK FOX TCG 10/28 PURCHASE HAMILTON ON,-$12.29,$3154.70,
10/30/2023,586,Primary Checkings - 3102,PETRO CANADA34105 10/29 PURCHASE INGERSOLL ON,-$29.00,$3125.70,
10/30/2023,587,Primary Checkings - 3102,INTERNATIONAL TRANSACTION FEE 10/29 PETRO CANADA34105 INGERSOLL ON,-$0.87,$3124.83,
10/30/2023,588,Primary Checkings - 3102,INTERNATIONAL TRANSACTION FEE 10/28 DARK FOX TCG HAMILTON ON,-$0.37,$3124.46,
10/30/2023,589,Primary Checkings - 3102,INTERNATIONAL TRANSACTION FEE 10/28 SP KANZENGAMES MISSISSAUGA ON,-$0.18,$3124.28,
10/30/2023,590,Primary Checkings - 3102,INTERNATIONAL TRANSACTION FEE 10/28 COCA COLA BRAMPTO BRAMPTON ON,-$0.10,$3124.18,
10/30/2023,591,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 10/30/23,-$1.90,$3122.28,
10/31/2023,592,Primary Checkings - 3102,Bank of America DES:CASHREWARD ID:MEAD INDN:XXXXX0061XXXXX98XXXXX0 CO ID:XXXXX90310 PPD,$116.64,$3238.92,
10/31/2023,593,Primary Checkings - 3102,Amazon.com*4X2HA9 10/30 PURCHASE Amzn.com/bill WA,-$10.57,$3228.35,
10/31/2023,594,Primary Checkings - 3102,THE POKEMON COMPA 10/31 PURCHASE XXXXX96000 WA,-$26.49,$3201.86,
10/31/2023,595,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 10/31/23,-$0.94,$3200.92,
11/1/2023,596,Primary Checkings - 3102,AMZN Mktp US*Z99W 10/31 PURCHASE XXXXX61072 WA,-$18.01,$3182.91,
11/1/2023,597,Primary Checkings - 3102,TIKTOK SHOP 10/31 PURCHASE CULVER CITY CA,-$10.58,$3172.33,
11/1/2023,598,Primary Checkings - 3102,TIKTOK SHOP 10/31 PURCHASE CULVER CITY CA,-$58.29,$3114.04,
11/1/2023,599,Primary Checkings - 3102,UNITEDWHOLESALE DES:LOAN PAYMT ID:XXXXX64218 INDN:KENNETH MEAD CO ID:9DRAFTING WEB,-$1964.01,$1150.03,
11/1/2023,600,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 11/01/23,-$2.12,$1147.91,
11/2/2023,601,Primary Checkings - 3102,TRANSFER KENNETH MEAD:Sarah Mead Confirmation# XXXXX18051,-$47.00,$1100.91,
11/2/2023,602,Primary Checkings - 3102,MULVEY GARDENS C DES:Assn Dues ID:40298588 INDN:Kenneth Mead CO ID:HOAPAYMENT WEB,-$200.00,$900.91,
11/3/2023,603,Primary Checkings - 3102,UNIVERSALMGT0793 DES:PAYROLL ID:02093305 INDN:KENNETH MEAD CO ID:XXXXX3688A PPD,$1639.87,$2540.78,
11/3/2023,604,Primary Checkings - 3102,PETS BEST INSURAN 10/25 PURCHASE XXXXX87237 FL,-$25.18,$2515.60,
11/3/2023,605,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX38584,-$125.00,$2390.60,
11/3/2023,606,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX38585,-$125.00,$2265.60,
11/3/2023,607,Primary Checkings - 3102,Online scheduled transfer to SAV 9875 Confirmation# XXXXX38588,-$125.00,$2140.60,
11/3/2023,608,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX38587,-$50.00,$2090.60,
11/3/2023,609,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX38586,-$20.00,$2070.60,
11/3/2023,610,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 11/03/23,-$0.82,$2069.78,
11/6/2023,611,Primary Checkings - 3102,VENMO DES:CASHOUT ID:XXXXX99453713 INDN:KENNETH MEAD CO ID:XXXXX81992 PPD,$350.00,$2419.78,
11/6/2023,612,Primary Checkings - 3102,COMCAST 8529101 DES:XXXXX5419 ID:8654955 INDN:KENNETH *MEAD CO ID:XXXXX13249 PPD,-$56.78,$2363.00,
11/8/2023,613,Primary Checkings - 3102,SQ *KURA REVOLVIN 11/07 PURCHASE XXXXX74551 MI,-$68.95,$2294.05,
11/8/2023,614,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 11/08/23,-$0.05,$2294.00,
11/10/2023,615,Primary Checkings - 3102,UNIVERSALMGT0793 DES:PAYROLL ID:02093305 INDN:KENNETH MEAD CO ID:XXXXX3688A PPD,$1639.87,$3933.87,
11/10/2023,616,Primary Checkings - 3102,STEAMGAMES.COM 42 11/09 PURCHASE XXXXX99642 WA,-$13.16,$3920.71,
11/10/2023,617,Primary Checkings - 3102,DISCORD* NITROMON 11/09 PURCHASE XXXXX77815 CA,-$9.99,$3910.72,
11/10/2023,618,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX79003,-$125.00,$3785.72,
11/10/2023,619,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX79004,-$125.00,$3660.72,
11/10/2023,620,Primary Checkings - 3102,Online scheduled transfer to SAV 9875 Confirmation# XXXXX79007,-$125.00,$3535.72,
11/10/2023,621,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX79006,-$50.00,$3485.72,
11/10/2023,622,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX79005,-$20.00,$3465.72,
11/10/2023,623,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 11/10/23,-$0.85,$3464.87,
11/13/2023,624,Primary Checkings - 3102,AMZN Mktp US*696T 11/12 PURCHASE XXXXX61072 WA,-$85.17,$3379.70,
11/13/2023,625,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 11/13/23,-$0.83,$3378.87,
11/15/2023,626,Primary Checkings - 3102,VENMO DES:PAYMENT ID:XXXXX15605710 INDN:KENNETH MEAD CO ID:XXXXX81992 WEB,-$47.43,$3331.44,
11/15/2023,627,Primary Checkings - 3102,VENMO DES:PAYMENT ID:XXXXX09358217 INDN:KENNETH MEAD CO ID:XXXXX81992 WEB,-$13.00,$3318.44,
11/16/2023,628,Primary Checkings - 3102,"GITHUB, INC. 11/15 PURCHASE XXXXX84820 CA",-$10.00,$3308.44,
11/17/2023,629,Primary Checkings - 3102,UNIVERSALMGT0793 DES:PAYROLL ID:02093305 INDN:KENNETH MEAD CO ID:XXXXX3688A PPD,$1621.14,$4929.58,
11/17/2023,630,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX95792,-$125.00,$4804.58,
11/17/2023,631,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX95793,-$125.00,$4679.58,
11/17/2023,632,Primary Checkings - 3102,Online scheduled transfer to SAV 9875 Confirmation# XXXXX95796,-$125.00,$4554.58,
11/17/2023,633,Primary Checkings - 3102,DTE Energy DES:XXXXX7474 ID: INDN:neth Mead Kenneth Mead CO ID:XXXXX20792 PPD,-$57.96,$4496.62,
11/17/2023,634,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX95795,-$50.00,$4446.62,
11/17/2023,635,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX95794,-$20.00,$4426.62,
11/20/2023,636,Primary Checkings - 3102,APPLE.COM/BILL 11/18 PURCHASE XXXXX27753 CA,-$0.99,$4425.63,
11/20/2023,637,Primary Checkings - 3102,CCBill.com *Only 11/17 PURCHASE XXXXX69279 CA,-$10.00,$4415.63,
11/20/2023,638,Primary Checkings - 3102,AMZN Mktp US*HD3R 11/18 PURCHASE XXXXX61072 WA,-$25.22,$4390.41,
11/20/2023,639,Primary Checkings - 3102,Online Banking payment to CRD 5496 Confirmation# XXXXX91019,-$1017.96,$3372.45,
11/20/2023,640,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 11/20/23,-$0.79,$3371.66,
11/21/2023,641,Primary Checkings - 3102,AMZN Mktp US*PY6W 11/20 PURCHASE XXXXX61072 WA,-$53.82,$3317.84,
11/21/2023,642,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 11/21/23,-$0.18,$3317.66,
11/22/2023,643,Primary Checkings - 3102,CRUNCHYROLL.COM 11/21 PURCHASE XXXXX63560 TX,-$9.99,$3307.67,
11/22/2023,644,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 11/22/23,-$0.01,$3307.66,
11/24/2023,645,Primary Checkings - 3102,UNIVERSALMGT0793 DES:PAYROLL ID:02093305 INDN:KENNETH MEAD CO ID:XXXXX3688A PPD,$1621.14,$4928.80,
11/24/2023,646,Primary Checkings - 3102,Amazon.com*2Z0TY5 11/23 PURCHASE Amzn.com/bill WA,-$127.19,$4801.61,
11/24/2023,647,Primary Checkings - 3102,AMZN Mktp US*SJ6Q 11/23 PURCHASE XXXXX61072 WA,-$23.31,$4778.30,
11/24/2023,648,Primary Checkings - 3102,Online Banking payment to CRD 5496 Confirmation# XXXXX47341,-$137.67,$4640.63,
11/24/2023,649,Primary Checkings - 3102,MCDONALD'S F55 11/24 PURCHASE WARREN MI,-$14.60,$4626.03,
11/24/2023,650,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX41369,-$125.00,$4501.03,
11/24/2023,651,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX41370,-$125.00,$4376.03,
11/24/2023,652,Primary Checkings - 3102,Online scheduled transfer to SAV 9875 Confirmation# XXXXX41373,-$125.00,$4251.03,
11/24/2023,653,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX41372,-$50.00,$4201.03,
11/24/2023,654,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX41371,-$20.00,$4181.03,
11/24/2023,655,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 11/24/23,-$1.90,$4179.13,
11/27/2023,656,Primary Checkings - 3102,AMZN Mktp US*OZ0B 11/23 PURCHASE XXXXX61072 WA,-$70.15,$4108.98,
11/27/2023,657,Primary Checkings - 3102,AMZN Mktp US*QQ19 11/24 PURCHASE XXXXX61072 WA,-$90.98,$4018.00,
11/27/2023,658,Primary Checkings - 3102,CITY OF FRASER UT 11/24 PURCHASE XXXXX16064 MI,-$77.96,$3940.04,
11/27/2023,659,Primary Checkings - 3102,CULTS3D.COM 11/25 PURCHASE BRIVE LA GAIL 00,-$6.52,$3933.52,
11/27/2023,660,Primary Checkings - 3102,YOLK AND TOAST FA 11/25 PURCHASE ROSEVILLE MI,-$33.04,$3900.48,
11/27/2023,661,Primary Checkings - 3102,NST THE HOME D 11/25 PURCHASE ROSEVILLE MI,-$12.16,$3888.32,
11/27/2023,662,Primary Checkings - 3102,PETS BEST INSURAN 11/26 PURCHASE XXXXX87237 FL,-$26.47,$3861.85,
11/27/2023,663,Primary Checkings - 3102,VENTIMIGLIA ITALI 11/26 PURCHASE STERLING HEIG MI,-$25.96,$3835.89,
11/27/2023,664,Primary Checkings - 3102,GM Financial DES:GMF Pymt ID:XXXXX6521024 INDN:KENNETH MEAD CO ID:IXXXXX0781 PPD,-$540.99,$3294.90,
11/27/2023,665,Primary Checkings - 3102,VENMO DES:PAYMENT ID:XXXXX72388017 INDN:KENNETH MEAD CO ID:XXXXX81992 WEB,-$115.00,$3179.90,
11/27/2023,666,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 11/27/23,-$3.76,$3176.14,
11/28/2023,667,Primary Checkings - 3102,WL *STEAM PURCHAS 11/22 PURCHASE XXXXX22985 WA,-$10.59,$3165.55,
11/28/2023,668,Primary Checkings - 3102,BIGGBY COFFEE #67 11/27 PURCHASE STERLING HEIG MI,-$4.73,$3160.82,
11/28/2023,669,Primary Checkings - 3102,MARKET@WORK 20673 11/27 PURCHASE RENTON WA,-$2.39,$3158.43,
11/28/2023,670,Primary Checkings - 3102,Check 122,-$263.31,$2895.12,
11/28/2023,671,Primary Checkings - 3102,CONSUMERS ENERGY DES:ENERGYBILL ID:XXXXX0126422 INDN:Kenneth Mead CO ID:XXXXX42310 WEB,-$53.15,$2841.97,
11/28/2023,672,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 11/28/23,-$1.29,$2840.68,
11/29/2023,673,Primary Checkings - 3102,UTILITY STORE BIL 11/24 PURCHASE XXXXX40566 CO,-$5.40,$2835.28,
11/29/2023,674,Primary Checkings - 3102,Amazon.com*PQ7537 11/28 PURCHASE Amzn.com/bill WA,-$28.61,$2806.67,
11/29/2023,675,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 11/29/23,-$0.99,$2805.68,
12/1/2023,676,Primary Checkings - 3102,UNIVERSALMGT0793 DES:PAYROLL ID:02093305 INDN:KENNETH MEAD CO ID:XXXXX3688A PPD,$1621.13,$4426.81,
12/1/2023,677,Primary Checkings - 3102,AMZN Mktp US*J93W 11/28 PURCHASE XXXXX61072 WA,-$39.20,$4387.61,
12/1/2023,678,Primary Checkings - 3102,AMZN Mktp US*XT9P 11/30 PURCHASE XXXXX61072 WA,-$7.94,$4379.67,
12/1/2023,679,Primary Checkings - 3102,AMZN Mktp US*OI2I 11/30 PURCHASE XXXXX61072 WA,-$14.42,$4365.25,
12/1/2023,680,Primary Checkings - 3102,TRANSFER KENNETH MEAD:Sarah Mead Confirmation# XXXXX26708,-$47.00,$4318.25,
12/1/2023,681,Primary Checkings - 3102,UNITEDWHOLESALE DES:LOAN PAYMT ID:XXXXX64218 INDN:KENNETH MEAD CO ID:9DRAFTING WEB,-$1964.01,$2354.24,
12/1/2023,682,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX69952,-$125.00,$2229.24,
12/1/2023,683,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX69953,-$125.00,$2104.24,
12/1/2023,684,Primary Checkings - 3102,Online scheduled transfer to SAV 9875 Confirmation# XXXXX69956,-$125.00,$1979.24,
12/1/2023,685,Primary Checkings - 3102,Online scheduled transfer to SAV 7344 Confirmation# XXXXX69955,-$50.00,$1929.24,
12/1/2023,686,Primary Checkings - 3102,Online scheduled transfer to CHK 7139 Confirmation# XXXXX69954,-$20.00,$1909.24,
12/1/2023,687,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 12/01/23,-$1.44,$1907.80,
12/4/2023,688,Primary Checkings - 3102,CGTrader 12/04 PURCHASE Vilnius 00,-$5.00,$1902.80,
12/4/2023,689,Primary Checkings - 3102,SP BAMBULAB.US 12/03 PURCHASE AUSTIN TX,-$66.76,$1836.04,
12/4/2023,690,Primary Checkings - 3102,MULVEY GARDENS C DES:Assn Dues ID:40935254 INDN:Kenneth Mead CO ID:HOAPAYMENT WEB,-$200.00,$1636.04,
12/4/2023,691,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 12/04/23,-$0.24,$1635.80,
12/5/2023,692,Primary Checkings - 3102,SP BAMBULAB.US 12/05 PURCHASE AUSTIN TX,-$36.67,$1599.13,
12/5/2023,693,Primary Checkings - 3102,"DEPT EDUCATION DES:STUDENT LN ID:6PJTAE4CES1 INDN:MEAD, KENNETH J CO ID:XXXXX01302 WEB",-$260.38,$1338.75,
12/5/2023,694,Primary Checkings - 3102,KEEP THE CHANGE TRANSFER TO ACCT 9875 FOR 12/05/23,-$0.33,$1338.42,
